,long,lat,group,order,region,subregion,num_plants
6965,-121.478508,37.48289871,157,6965,california,alameda,29
6966,-121.5128937,37.48289871,157,6966,california,alameda,29
6967,-121.8853149,37.48289871,157,6967,california,alameda,29
6968,-121.8967743,37.4657135,157,6968,california,alameda,29
6969,-121.9254227,37.45998001,157,6969,california,alameda,29
6970,-121.9483414,37.47716904,157,6970,california,alameda,29
6971,-121.9540634,37.47716904,157,6971,california,alameda,29
6972,-121.9540634,37.49435806,157,6972,california,alameda,29
6973,-121.9999084,37.50581741,157,6973,california,alameda,29
6974,-122.0457382,37.5287323,157,6974,california,alameda,29
6975,-122.0743866,37.54592514,157,6975,california,alameda,29
6976,-122.091568,37.59175873,157,6976,california,alameda,29
6977,-122.1144943,37.6490593,157,6977,california,alameda,29
6978,-122.1431427,37.70062256,157,6978,california,alameda,29
6979,-122.1889801,37.73500061,157,6979,california,alameda,29
6980,-122.2405548,37.76364899,157,6980,california,alameda,29
6981,-122.2749176,37.79229736,157,6981,california,alameda,29
6982,-122.2691956,37.83240509,157,6982,california,alameda,29
6983,-122.2749176,37.84959412,157,6983,california,alameda,29
6984,-122.2749176,37.87251282,157,6984,california,alameda,29
6985,-122.2749176,37.90115738,157,6985,california,alameda,29
6986,-122.2462769,37.88969803,157,6986,california,alameda,29
6987,-122.2004471,37.86677933,157,6987,california,alameda,29
6988,-122.1832428,37.82094193,157,6988,california,alameda,29
6989,-122.1316757,37.82094193,157,6989,california,alameda,29
6990,-122.1202316,37.79229736,157,6990,california,alameda,29
6991,-122.0457382,37.79229736,157,6991,california,alameda,29
6992,-121.9884491,37.76364899,157,6992,california,alameda,29
6993,-121.9827118,37.70635223,157,6993,california,alameda,29
6994,-121.5931015,37.80948639,157,6994,california,alameda,29
6995,-121.5529938,37.81521606,157,6995,california,alameda,29
6996,-121.5529938,37.78083801,157,6996,california,alameda,29
6997,-121.5529938,37.54019547,157,6997,california,alameda,29
6998,-121.5014267,37.5287323,157,6998,california,alameda,29
6999,-121.4899673,37.50581741,157,6999,california,alameda,29
7000,-121.478508,37.48289871,157,7000,california,alameda,29
7002,-120.0747681,38.70902634,158,7002,california,alpine,0
7003,-120.0518417,38.7204895,158,7003,california,alpine,0
7004,-119.9544449,38.77778244,158,7004,california,alpine,0
7005,-119.9487076,38.80643082,158,7005,california,alpine,0
7006,-119.9143372,38.82934952,158,7006,california,alpine,0
7007,-119.9085999,38.85226822,158,7007,california,alpine,0
7008,-119.8856964,38.85799789,158,7008,california,alpine,0
7009,-119.8742294,38.86945724,158,7009,california,alpine,0
7010,-119.8856964,38.87518692,158,7010,california,alpine,0
7011,-119.8684921,38.90956116,158,7011,california,alpine,0
7012,-119.5705643,38.6975708,158,7012,california,alpine,0
7013,-119.599205,38.66892242,158,7013,california,alpine,0
7014,-119.610672,38.64027023,158,7014,california,alpine,0
7015,-119.6049423,38.58297729,158,7015,california,alpine,0
7016,-119.5476379,38.53713989,158,7016,california,alpine,0
7017,-119.5361786,38.48557663,158,7017,california,alpine,0
7018,-119.5590973,38.43973923,158,7018,california,alpine,0
7019,-119.5476379,38.41682053,158,7019,california,alpine,0
7020,-119.5820236,38.39390182,158,7020,california,alpine,0
7021,-119.593483,38.41109085,158,7021,california,alpine,0
7022,-119.616394,38.3996315,158,7022,california,alpine,0
7023,-119.610672,38.35952377,158,7023,california,alpine,0
7024,-119.6335907,38.3537941,158,7024,california,alpine,0
7025,-119.64505,38.33087921,158,7025,california,alpine,0
7026,-119.6679611,38.34233475,158,7026,california,alpine,0
7027,-119.7023468,38.35952377,158,7027,california,alpine,0
7028,-119.7195282,38.41109085,158,7028,california,alpine,0
7029,-119.7596359,38.41682053,158,7029,california,alpine,0
7030,-119.8226624,38.3996315,158,7030,california,alpine,0
7031,-119.8627701,38.35952377,158,7031,california,alpine,0
7032,-120.023201,38.42827988,158,7032,california,alpine,0
7033,-120.0518417,38.4454689,158,7033,california,alpine,0
7034,-120.0747681,38.45692444,158,7034,california,alpine,0
7035,-120.0747681,38.49703217,158,7035,california,alpine,0
7036,-120.0690308,38.51995087,158,7036,california,alpine,0
7037,-120.0747681,38.70902634,158,7037,california,alpine,0
7039,-120.0747681,38.70902634,159,7039,california,amador,7
7040,-120.0690308,38.51995087,159,7040,california,amador,7
7041,-120.1263351,38.50849533,159,7041,california,amador,7
7042,-120.2180099,38.50276184,159,7042,california,amador,7
7043,-120.3555145,38.4683876,159,7043,california,amador,7
7044,-120.3956223,38.4683876,159,7044,california,amador,7
7045,-120.441452,38.4683876,159,7045,california,amador,7
7046,-120.4643707,38.4454689,159,7046,california,amador,7
7047,-120.5044785,38.45119858,159,7047,california,amador,7
7048,-120.6190796,38.38817215,159,7048,california,amador,7
7049,-120.636261,38.36525345,159,7049,california,amador,7
7050,-120.7852325,38.29076767,159,7050,california,amador,7
7051,-120.8883667,38.23347473,159,7051,california,amador,7
7052,-120.9341965,38.22201538,159,7052,california,amador,7
7053,-120.9800415,38.22201538,159,7053,california,amador,7
7054,-121.0029602,38.29649734,159,7054,california,amador,7
7055,-121.0201492,38.51422501,159,7055,california,amador,7
7056,-120.9915009,38.51422501,159,7056,california,amador,7
7057,-120.9456558,38.52568054,159,7057,california,amador,7
7058,-120.9170074,38.51995087,159,7058,california,amador,7
7059,-120.8138733,38.56005859,159,7059,california,amador,7
7060,-120.6419983,38.51422501,159,7060,california,amador,7
7061,-120.5732346,38.50849533,159,7061,california,amador,7
7062,-120.5044785,38.51422501,159,7062,california,amador,7
7063,-120.43573,38.53713989,159,7063,california,amador,7
7064,-120.3555145,38.54286957,159,7064,california,amador,7
7065,-120.2867584,38.57151794,159,7065,california,amador,7
7066,-120.2351913,38.59443665,159,7066,california,amador,7
7067,-120.223732,38.62308502,159,7067,california,amador,7
7068,-120.1664429,38.63454437,159,7068,california,amador,7
7069,-120.1148758,38.6975708,159,7069,california,amador,7
7070,-120.0976868,38.70902634,159,7070,california,amador,7
7071,-120.0747681,38.70902634,159,7071,california,amador,7
7073,-121.6217499,39.31063461,160,7073,california,butte,26
7074,-121.9082336,39.29344559,160,7074,california,butte,26
7075,-121.9082336,39.33355331,160,7075,california,butte,26
7076,-121.891037,39.36793137,160,7076,california,butte,26
7077,-121.8853149,39.38511658,160,7077,california,butte,26
7078,-121.8738556,39.43095398,160,7078,california,butte,26
7079,-121.8623886,39.47106171,160,7079,california,butte,26
7080,-121.8738556,39.51116943,160,7080,california,butte,26
7081,-121.8509293,39.53981781,160,7081,california,butte,26
7082,-121.9827118,39.52835846,160,7082,california,butte,26
7083,-122.0113602,39.56273651,160,7083,california,butte,26
7084,-121.9884491,39.6085701,160,7084,california,butte,26
7085,-121.9941711,39.6314888,160,7085,california,butte,26
7086,-121.9712524,39.64295197,160,7086,california,butte,26
7087,-121.9941711,39.66587067,160,7087,california,butte,26
7088,-121.936882,39.67159653,160,7088,california,butte,26
7089,-121.9426041,39.71743393,160,7089,california,butte,26
7090,-122.0285568,39.77473068,160,7090,california,butte,26
7091,-122.0228195,39.79191971,160,7091,california,butte,26
7092,-122.0572052,39.80337906,160,7092,california,butte,26
7093,-122.0629272,39.83202744,160,7093,california,butte,26
7094,-122.0629272,39.86640549,160,7094,california,butte,26
7095,-122.0514679,39.88932419,160,7095,california,butte,26
7096,-121.8165588,39.8835907,160,7096,california,butte,26
7097,-121.8050995,39.89505386,160,7097,california,butte,26
7098,-121.7649918,39.90077972,160,7098,california,butte,26
7099,-121.7306061,39.91796875,160,7099,california,butte,26
7100,-121.7420731,39.94661713,160,7100,california,butte,26
7101,-121.7019653,39.98672485,160,7101,california,butte,26
7102,-121.6618576,39.98672485,160,7102,california,butte,26
7103,-121.6446686,39.98672485,160,7103,california,butte,26
7104,-121.6332092,40.04401779,160,7104,california,butte,26
7105,-121.5931015,40.05548096,160,7105,california,butte,26
7106,-121.5988312,40.10131454,160,7106,california,butte,26
7107,-121.5415344,40.10704422,160,7107,california,butte,26
7108,-121.461319,40.14142609,160,7108,california,butte,26
7109,-121.4555969,40.17580032,160,7109,california,butte,26
7110,-121.4154892,40.16434097,160,7110,california,butte,26
7111,-121.4097519,40.12996292,160,7111,california,butte,26
7112,-121.3696442,40.10131454,160,7112,california,butte,26
7113,-121.4154892,40.05548096,160,7113,california,butte,26
7114,-121.4269409,40.00391388,160,7114,california,butte,26
7115,-121.4154892,39.96953583,160,7115,california,butte,26
7116,-121.4212189,39.9294281,160,7116,california,butte,26
7117,-121.4154892,39.92369843,160,7117,california,butte,26
7118,-121.4384003,39.91796875,160,7118,california,butte,26
7119,-121.4384003,39.90077972,160,7119,california,butte,26
7120,-121.3925705,39.860672,160,7120,california,butte,26
7121,-121.3295441,39.81483459,160,7121,california,butte,26
7122,-121.2264023,39.72889328,160,7122,california,butte,26
7123,-121.2206802,39.7002449,160,7123,california,butte,26
7124,-121.1347427,39.64295197,160,7124,california,butte,26
7125,-121.0888977,39.61429977,160,7125,california,butte,26
7126,-121.0545197,39.6085701,160,7126,california,butte,26
7127,-121.0717163,39.58565521,160,7127,california,butte,26
7128,-121.0888977,39.58565521,160,7128,california,butte,26
7129,-121.094635,39.56273651,160,7129,california,butte,26
7130,-121.1290054,39.55700684,160,7130,california,butte,26
7131,-121.1461945,39.52262878,160,7131,california,butte,26
7132,-121.2264023,39.52835846,160,7132,california,butte,26
7133,-121.2321396,39.51116943,160,7133,california,butte,26
7134,-121.26651,39.51116943,160,7134,california,butte,26
7135,-121.2722473,39.51689911,160,7135,california,butte,26
7136,-121.2837067,39.51689911,160,7136,california,butte,26
7137,-121.3410034,39.45387268,160,7137,california,butte,26
7138,-121.3753815,39.36219788,160,7138,california,butte,26
7139,-121.4727859,39.32782364,160,7139,california,butte,26
7140,-121.5014267,39.31636429,160,7140,california,butte,26
7141,-121.5415344,39.29344559,160,7141,california,butte,26
7142,-121.5816422,39.30490494,160,7142,california,butte,26
7143,-121.6102905,39.32209396,160,7143,california,butte,26
7144,-121.6217499,39.31063461,160,7144,california,butte,26
7146,-120.0690308,38.51995087,161,7146,california,calaveras,6
7147,-120.0747681,38.49703217,161,7147,california,calaveras,6
7148,-120.0747681,38.45692444,161,7148,california,calaveras,6
7149,-120.0518417,38.4454689,161,7149,california,calaveras,6
7150,-120.0747681,38.41682053,161,7150,california,calaveras,6
7151,-120.1091385,38.40536118,161,7151,california,calaveras,6
7152,-120.1893616,38.3537941,161,7152,california,calaveras,6
7153,-120.2466583,38.30223083,161,7153,california,calaveras,6
7154,-120.3899002,38.12461472,161,7154,california,calaveras,6
7155,-120.4643707,38.02720642,161,7155,california,calaveras,6
7156,-120.4987564,37.99283218,161,7156,california,calaveras,6
7157,-120.5216675,37.99856186,161,7157,california,calaveras,6
7158,-120.5388641,37.96991348,161,7158,california,calaveras,6
7159,-120.5159454,37.95845413,161,7159,california,calaveras,6
7160,-120.5617752,37.90688705,161,7160,california,calaveras,6
7161,-120.6305389,37.84959412,161,7161,california,calaveras,6
7162,-120.6477203,37.83240509,161,7162,california,calaveras,6
7163,-120.9170074,38.07304382,161,7163,california,calaveras,6
7164,-120.9341965,38.09596252,161,7164,california,calaveras,6
7165,-120.9628525,38.14179993,161,7165,california,calaveras,6
7166,-120.9800415,38.19909668,161,7166,california,calaveras,6
7167,-120.9800415,38.22201538,161,7167,california,calaveras,6
7168,-120.9341965,38.22201538,161,7168,california,calaveras,6
7169,-120.8883667,38.23347473,161,7169,california,calaveras,6
7170,-120.7852325,38.29076767,161,7170,california,calaveras,6
7171,-120.636261,38.36525345,161,7171,california,calaveras,6
7172,-120.6190796,38.38817215,161,7172,california,calaveras,6
7173,-120.5044785,38.45119858,161,7173,california,calaveras,6
7174,-120.4643707,38.4454689,161,7174,california,calaveras,6
7175,-120.441452,38.4683876,161,7175,california,calaveras,6
7176,-120.3956223,38.4683876,161,7176,california,calaveras,6
7177,-120.3555145,38.4683876,161,7177,california,calaveras,6
7178,-120.2180099,38.50276184,161,7178,california,calaveras,6
7179,-120.1263351,38.50849533,161,7179,california,calaveras,6
7180,-120.0690308,38.51995087,161,7180,california,calaveras,6
7182,-121.8222809,38.93821335,162,7182,california,colusa,2
7183,-122.4009781,38.93247986,162,7183,california,colusa,2
7184,-122.4067001,38.96686172,162,7184,california,colusa,2
7185,-122.4238892,38.99550629,162,7185,california,colusa,2
7186,-122.4754562,39.02415466,162,7186,california,colusa,2
7187,-122.4926529,39.04707336,162,7187,california,colusa,2
7188,-122.4869156,39.09290695,162,7188,california,colusa,2
7189,-122.5098419,39.12155914,162,7189,california,colusa,2
7190,-122.4811935,39.13874435,162,7190,california,colusa,2
7191,-122.4811935,39.17885208,162,7191,california,colusa,2
7192,-122.515564,39.21323395,162,7192,california,colusa,2
7193,-122.6015167,39.20750046,162,7193,california,colusa,2
7194,-122.6186981,39.21895981,162,7194,california,colusa,2
7195,-122.6588058,39.21323395,162,7195,california,colusa,2
7196,-122.6931915,39.25906754,162,7196,california,colusa,2
7197,-122.76194,39.29344559,162,7197,california,colusa,2
7198,-122.767662,39.33928299,162,7198,california,colusa,2
7199,-122.7562027,39.37366104,162,7199,california,colusa,2
7200,-122.779129,39.37939072,162,7200,california,colusa,2
7201,-122.8077698,39.38511658,162,7201,california,colusa,2
7202,-122.779129,39.39085007,162,7202,california,colusa,2
7203,-122.7275543,39.39085007,162,7203,california,colusa,2
7204,-122.6358795,39.39085007,162,7204,california,colusa,2
7205,-122.1431427,39.39085007,162,7205,california,colusa,2
7206,-122.1431427,39.41376877,162,7206,california,colusa,2
7207,-122.0113602,39.41376877,162,7207,california,colusa,2
7208,-122.0113602,39.39085007,162,7208,california,colusa,2
7209,-121.8853149,39.38511658,162,7209,california,colusa,2
7210,-121.891037,39.36793137,162,7210,california,colusa,2
7211,-121.9082336,39.33355331,162,7211,california,colusa,2
7212,-121.9082336,39.29344559,162,7212,california,colusa,2
7213,-121.9254227,39.28198624,162,7213,california,colusa,2
7214,-121.936882,39.27052689,162,7214,california,colusa,2
7215,-121.9311447,39.20750046,162,7215,california,colusa,2
7216,-121.9426041,39.17312622,162,7216,california,colusa,2
7217,-121.9254227,39.12155914,162,7217,california,colusa,2
7218,-121.8853149,39.08145142,162,7218,california,colusa,2
7219,-121.8394699,39.06426239,162,7219,california,colusa,2
7220,-121.7879181,38.99550629,162,7220,california,colusa,2
7221,-121.8280182,38.97258759,162,7221,california,colusa,2
7222,-121.8222809,38.93821335,162,7222,california,colusa,2
7224,-121.5701828,38.09596252,163,7224,california,contra costa,29
7225,-121.5816422,38.07304382,163,7225,california,contra costa,29
7226,-121.5873795,38.05012512,163,7226,california,contra costa,29
7227,-121.5587234,38.02720642,163,7227,california,contra costa,29
7228,-121.5873795,38.00428772,163,7228,california,contra costa,29
7229,-121.5816422,37.96418381,163,7229,california,contra costa,29
7230,-121.5529938,37.94126511,163,7230,california,contra costa,29
7231,-121.5759201,37.86677933,163,7231,california,contra costa,29
7232,-121.5415344,37.84386063,163,7232,california,contra costa,29
7233,-121.5529938,37.81521606,163,7233,california,contra costa,29
7234,-121.5931015,37.80948639,163,7234,california,contra costa,29
7235,-121.9827118,37.70635223,163,7235,california,contra costa,29
7236,-121.9884491,37.76364899,163,7236,california,contra costa,29
7237,-122.0457382,37.79229736,163,7237,california,contra costa,29
7238,-122.1202316,37.79229736,163,7238,california,contra costa,29
7239,-122.1316757,37.82094193,163,7239,california,contra costa,29
7240,-122.1832428,37.82094193,163,7240,california,contra costa,29
7241,-122.2004471,37.86677933,163,7241,california,contra costa,29
7242,-122.2462769,37.88969803,163,7242,california,contra costa,29
7243,-122.2749176,37.90115738,163,7243,california,contra costa,29
7244,-122.303566,37.91835022,163,7244,california,contra costa,29
7245,-122.3322144,37.92980576,163,7245,california,contra costa,29
7246,-122.3608704,37.93553543,163,7246,california,contra costa,29
7247,-122.3780594,37.96418381,163,7247,california,contra costa,29
7248,-122.3665924,37.96991348,163,7248,california,contra costa,29
7249,-122.349411,37.99283218,163,7249,california,contra costa,29
7250,-122.3379517,38.01575089,163,7250,california,contra costa,29
7251,-122.3379517,38.02720642,163,7251,california,contra costa,29
7252,-122.2921066,38.02720642,163,7252,california,contra costa,29
7253,-122.2634583,38.02720642,163,7253,california,contra costa,29
7254,-122.2462769,38.05012512,163,7254,california,contra costa,29
7255,-122.2176285,38.06158829,163,7255,california,contra costa,29
7256,-122.2348175,38.06158829,163,7256,california,contra costa,29
7257,-122.1259537,38.02720642,163,7257,california,contra costa,29
7258,-122.091568,38.05585861,163,7258,california,contra costa,29
7259,-122.0056305,38.06731415,163,7259,california,contra costa,29
7260,-121.936882,38.05585861,163,7260,california,contra costa,29
7261,-121.8967743,38.05012512,163,7261,california,contra costa,29
7262,-121.8509293,38.06731415,163,7262,california,contra costa,29
7263,-121.8337479,38.06158829,163,7263,california,contra costa,29
7264,-121.8280182,38.04439545,163,7264,california,contra costa,29
7265,-121.7936401,38.02148056,163,7265,california,contra costa,29
7266,-121.7420731,38.02148056,163,7266,california,contra costa,29
7267,-121.7077026,38.02720642,163,7267,california,contra costa,29
7268,-121.6847763,38.06158829,163,7268,california,contra costa,29
7269,-121.679039,38.09596252,163,7269,california,contra costa,29
7270,-121.6503983,38.09596252,163,7270,california,contra costa,29
7271,-121.6217499,38.09596252,163,7271,california,contra costa,29
7272,-121.6045685,38.10742188,163,7272,california,contra costa,29
7273,-121.5701828,38.09596252,163,7273,california,contra costa,29
7275,-123.6843948,41.39047241,164,7275,california,del norte,0
7276,-123.7359695,41.39047241,164,7276,california,del norte,0
7277,-123.7932587,41.39047241,164,7277,california,del norte,0
7278,-123.7932587,41.47068405,164,7278,california,del norte,0
7279,-124.0052567,41.47641754,164,7279,california,del norte,0
7280,-124.0396347,41.46495438,164,7280,california,del norte,0
7281,-124.0568237,41.51079178,164,7281,california,del norte,0
7282,-124.0682831,41.5279808,164,7282,california,del norte,0
7283,-124.0740051,41.55089951,164,7283,california,del norte,0
7284,-124.0396347,41.55089951,164,7284,california,del norte,0
7285,-124.0568237,41.58527374,164,7285,california,del norte,0
7286,-124.0969315,41.62538147,164,7286,california,del norte,0
7287,-124.1083908,41.68268204,164,7287,california,del norte,0
7288,-124.1313095,41.72278595,164,7288,california,del norte,0
7289,-124.1542206,41.76289368,164,7289,california,del norte,0
7290,-124.1886063,41.7800827,164,7290,california,del norte,0
7291,-124.2229843,41.80873108,164,7291,california,del norte,0
7292,-124.234436,41.84883881,164,7292,california,del norte,0
7293,-124.2229843,41.89467239,164,7293,california,del norte,0
7294,-124.2000656,41.9405098,164,7294,california,del norte,0
7295,-124.1886063,41.97488785,164,7295,california,del norte,0
7296,-124.182869,42.00353622,164,7296,california,del norte,0
7297,-123.8448257,42.0092659,164,7297,california,del norte,0
7298,-123.5468903,42.0092659,164,7298,california,del norte,0
7299,-123.5640793,41.9863472,164,7299,california,del norte,0
7300,-123.5583572,41.95197296,164,7300,california,del norte,0
7301,-123.6328278,41.89467239,164,7301,california,del norte,0
7302,-123.6672134,41.89467239,164,7302,california,del norte,0
7303,-123.6958618,41.83737946,164,7303,california,del norte,0
7304,-123.7302322,41.83737946,164,7304,california,del norte,0
7305,-123.6958618,41.80873108,164,7305,california,del norte,0
7306,-123.7073212,41.79727173,164,7306,california,del norte,0
7307,-123.7187805,41.757164,164,7307,california,del norte,0
7308,-123.6786728,41.73997498,164,7308,california,del norte,0
7309,-123.7073212,41.68268204,164,7309,california,del norte,0
7310,-123.7073212,41.64830017,164,7310,california,del norte,0
7311,-123.7302322,41.63684464,164,7311,california,del norte,0
7312,-123.7416916,41.60246658,164,7312,california,del norte,0
7313,-123.7073212,41.60246658,164,7313,california,del norte,0
7314,-123.7073212,41.55089951,164,7314,california,del norte,0
7315,-123.6614761,41.53371048,164,7315,california,del norte,0
7316,-123.6614761,41.51652145,164,7316,california,del norte,0
7317,-123.6958618,41.48787308,164,7317,california,del norte,0
7318,-123.6843948,41.42484665,164,7318,california,del norte,0
7319,-123.6843948,41.39047241,164,7319,california,del norte,0
7321,-121.1519318,38.7204895,165,7321,california,el dorado,12
7322,-121.1519318,38.73194504,165,7322,california,el dorado,12
7323,-121.1003571,38.81216049,165,7323,california,el dorado,12
7324,-121.0831757,38.81789017,165,7324,california,el dorado,12
7325,-121.0430679,38.90956116,165,7325,california,el dorado,12
7326,-120.9227448,38.94966888,165,7326,california,el dorado,12
7327,-120.8769073,38.94966888,165,7327,california,el dorado,12
7328,-120.8138733,39.00696945,165,7328,california,el dorado,12
7329,-120.7451248,39.00696945,165,7329,california,el dorado,12
7330,-120.7164764,38.97831726,165,7330,california,el dorado,12
7331,-120.6935577,38.97831726,165,7331,california,el dorado,12
7332,-120.5732346,38.91529465,165,7332,california,el dorado,12
7333,-120.5445862,38.93247986,165,7333,california,el dorado,12
7334,-120.4643707,38.98405075,165,7334,california,el dorado,12
7335,-120.4471893,39.02988815,165,7335,california,el dorado,12
7336,-120.2523804,39.02415466,165,7336,california,el dorado,12
7337,-120.2466583,39.03561401,165,7337,california,el dorado,12
7338,-120.1779022,39.04134369,165,7338,california,el dorado,12
7339,-120.1377945,39.07572174,165,7339,california,el dorado,12
7340,-120.0747681,39.06426239,165,7340,california,el dorado,12
7341,-120.006012,39.06426239,165,7341,california,el dorado,12
7342,-119.9945526,38.98977661,165,7342,california,el dorado,12
7343,-119.8684921,38.90956116,165,7343,california,el dorado,12
7344,-119.8856964,38.87518692,165,7344,california,el dorado,12
7345,-119.8742294,38.86945724,165,7345,california,el dorado,12
7346,-119.8856964,38.85799789,165,7346,california,el dorado,12
7347,-119.9085999,38.85226822,165,7347,california,el dorado,12
7348,-119.9143372,38.82934952,165,7348,california,el dorado,12
7349,-119.9487076,38.80643082,165,7349,california,el dorado,12
7350,-119.9544449,38.77778244,165,7350,california,el dorado,12
7351,-120.0518417,38.7204895,165,7351,california,el dorado,12
7352,-120.0747681,38.70902634,165,7352,california,el dorado,12
7353,-120.0976868,38.70902634,165,7353,california,el dorado,12
7354,-120.1148758,38.6975708,165,7354,california,el dorado,12
7355,-120.1664429,38.63454437,165,7355,california,el dorado,12
7356,-120.223732,38.62308502,165,7356,california,el dorado,12
7357,-120.2351913,38.59443665,165,7357,california,el dorado,12
7358,-120.2867584,38.57151794,165,7358,california,el dorado,12
7359,-120.3555145,38.54286957,165,7359,california,el dorado,12
7360,-120.43573,38.53713989,165,7360,california,el dorado,12
7361,-120.5044785,38.51422501,165,7361,california,el dorado,12
7362,-120.5732346,38.50849533,165,7362,california,el dorado,12
7363,-120.6419983,38.51422501,165,7363,california,el dorado,12
7364,-120.8138733,38.56005859,165,7364,california,el dorado,12
7365,-120.9170074,38.51995087,165,7365,california,el dorado,12
7366,-120.9456558,38.52568054,165,7366,california,el dorado,12
7367,-120.9915009,38.51422501,165,7367,california,el dorado,12
7368,-121.0201492,38.51422501,165,7368,california,el dorado,12
7369,-121.0373306,38.52568054,165,7369,california,el dorado,12
7370,-121.1290054,38.7204895,165,7370,california,el dorado,12
7371,-121.1461945,38.70329666,165,7371,california,el dorado,12
7372,-121.1519318,38.7204895,165,7372,california,el dorado,12
7374,-120.682106,36.2739563,166,7374,california,fresno,81
7375,-120.682106,36.29114914,166,7375,california,fresno,81
7376,-120.6649094,36.30833435,166,7376,california,fresno,81
7377,-120.5846939,36.32552338,166,7377,california,fresno,81
7378,-120.5846939,36.47449493,166,7378,california,fresno,81
7379,-120.7164764,36.57762527,166,7379,california,fresno,81
7380,-120.8769073,36.70940399,166,7380,california,fresno,81
7381,-120.899826,36.73805237,166,7381,california,fresno,81
7382,-120.5331268,37.03599167,166,7382,california,fresno,81
7383,-120.5159454,37.01307678,166,7383,california,fresno,81
7384,-120.4643707,36.95577621,166,7384,california,fresno,81
7385,-120.4529114,36.91566849,166,7385,california,fresno,81
7386,-120.4529114,36.86983109,166,7386,california,fresno,81
7387,-120.43573,36.84118652,166,7387,california,fresno,81
7388,-120.3841629,36.80680847,166,7388,california,fresno,81
7389,-120.3726959,36.78388977,166,7389,california,fresno,81
7390,-120.3268661,36.78388977,166,7390,california,fresno,81
7391,-120.2752991,36.75524139,166,7391,california,fresno,81
7392,-120.1091385,36.8010788,166,7392,california,fresno,81
7393,-119.9773712,36.8239975,166,7393,california,fresno,81
7394,-119.9429855,36.82972717,166,7394,california,fresno,81
7395,-119.7768326,36.86983109,166,7395,california,fresno,81
7396,-119.7653732,36.90421295,166,7396,california,fresno,81
7397,-119.7367096,36.92713165,166,7397,california,fresno,81
7398,-119.7252655,36.98442459,166,7398,california,fresno,81
7399,-119.6565018,37.01880264,166,7399,california,fresno,81
7400,-119.6565018,37.04172134,166,7400,california,fresno,81
7401,-119.6393127,37.04172134,166,7401,california,fresno,81
7402,-119.6278534,37.01880264,166,7402,california,fresno,81
7403,-119.610672,37.04172134,166,7403,california,fresno,81
7404,-119.6049423,37.07036972,166,7404,california,fresno,81
7405,-119.5648346,37.07036972,166,7405,california,fresno,81
7406,-119.5361786,37.09901428,166,7406,california,fresno,81
7407,-119.5648346,37.12193298,166,7407,california,fresno,81
7408,-119.5648346,37.14485168,166,7408,california,fresno,81
7409,-119.5247345,37.13912201,166,7409,california,fresno,81
7410,-119.4960709,37.14485168,166,7410,california,fresno,81
7411,-119.4846268,37.13912201,166,7411,california,fresno,81
7412,-119.4674225,37.11620712,166,7412,california,fresno,81
7413,-119.4044113,37.17350388,166,7413,california,fresno,81
7414,-119.381485,37.15631485,166,7414,california,fresno,81
7415,-119.3356476,37.19642258,166,7415,california,fresno,81
7416,-119.3184586,37.27090454,166,7416,california,fresno,81
7417,-119.3184586,37.32820129,166,7417,california,fresno,81
7418,-119.2611694,37.39122391,166,7418,california,fresno,81
7419,-119.0434341,37.56311417,166,7419,california,fresno,81
7420,-119.0147858,37.58030319,166,7420,california,fresno,81
7421,-118.980423,37.56311417,166,7421,california,fresno,81
7422,-118.9403152,37.56311417,166,7422,california,fresno,81
7423,-118.8486404,37.48289871,166,7423,california,fresno,81
7424,-118.7856064,37.49435806,166,7424,california,fresno,81
7425,-118.768425,37.47716904,166,7425,california,fresno,81
7426,-118.7512283,37.4657135,166,7426,california,fresno,81
7427,-118.7512283,37.43706131,166,7427,california,fresno,81
7428,-118.774147,37.42560196,166,7428,california,fresno,81
7429,-118.7798843,37.40268707,166,7429,california,fresno,81
7430,-118.7569656,37.3740387,166,7430,california,fresno,81
7431,-118.774147,37.35112,166,7431,california,fresno,81
7432,-118.7283173,37.32247162,166,7432,california,fresno,81
7433,-118.6996689,37.32820129,166,7433,california,fresno,81
7434,-118.6423645,37.27090454,166,7434,california,fresno,81
7435,-118.6710129,37.24225616,166,7435,california,fresno,81
7436,-118.6481018,37.15058517,166,7436,california,fresno,81
7437,-118.4361115,37.07036972,166,7437,california,fresno,81
7438,-118.3501587,36.89274979,166,7438,california,fresno,81
7439,-118.361618,36.8469162,166,7439,california,fresno,81
7440,-118.3902664,36.82972717,166,7440,california,fresno,81
7441,-118.3673553,36.80680847,166,7441,california,fresno,81
7442,-118.3730774,36.77243042,166,7442,california,fresno,81
7443,-118.355896,36.75524139,166,7443,california,fresno,81
7444,-118.4131851,36.74378586,166,7444,california,fresno,81
7445,-118.968956,36.73805237,166,7445,california,fresno,81
7446,-118.968956,36.65784073,166,7446,california,fresno,81
7447,-119.2898102,36.6635704,166,7447,california,fresno,81
7448,-119.2955399,36.5718956,166,7448,california,fresno,81
7449,-119.444519,36.5718956,166,7449,california,fresno,81
7450,-119.5247345,36.50886917,166,7450,california,fresno,81
7451,-119.5590973,36.48595047,166,7451,california,fresno,81
7452,-119.5820236,36.46876526,166,7452,california,fresno,81
7453,-119.64505,36.42292786,166,7453,california,fresno,81
7454,-119.6565018,36.42292786,166,7454,california,fresno,81
7455,-119.7309875,36.40573883,166,7455,california,fresno,81
